chunk_id,local_index,cell_type
1,47680,"CD16-positive, CD56-dim natural killer cell, human"
1,47726,classical monocyte
1,47734,classical monocyte
1,47735,"effector memory CD4-positive, alpha-beta T cell"
1,47759,macrophage
1,47764,progenitor cell
1,47770,classical monocyte
1,47775,"CD16-positive, CD56-dim natural killer cell, human"
1,47778,"CD16-positive, CD56-dim natural killer cell, human"
1,47780,naive B cell
1,47783,gamma-delta T cell
1,47785,progenitor cell
1,47796,"effector memory CD8-positive, alpha-beta T cell"
1,47801,"effector memory CD4-positive, alpha-beta T cell, terminally differentiated"
1,47804,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
1,47827,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
1,47835,progenitor cell
1,47883,"CD16-negative, CD56-bright natural killer cell, human"
1,47889,"effector memory CD4-positive, alpha-beta T cell"
1,47897,"effector memory CD8-positive, alpha-beta T cell"
1,47910,"naive thymus-derived CD4-positive, alpha-beta T cell"
1,47914,"CD16-positive, CD56-dim natural killer cell, human"
1,47917,"central memory CD4-positive, alpha-beta T cell"
1,47924,"CD16-positive, CD56-dim natural killer cell, human"
1,47927,classical monocyte
1,47942,macrophage
1,47943,non-classical monocyte
1,47949,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
1,47961,plasma cell
1,47966,"CD16-positive, CD56-dim natural killer cell, human"
1,47988,progenitor cell
1,47990,"effector memory CD4-positive, alpha-beta T cell, terminally differentiated"
1,47996,non-classical monocyte
1,48034,"CD16-positive, CD56-dim natural killer cell, human"
1,48036,classical monocyte
1,48064,"CD16-positive, CD56-dim natural killer cell, human"
1,48071,classical monocyte
1,48075,classical monocyte
1,48104,"effector memory CD4-positive, alpha-beta T cell"
1,48105,classical monocyte
1,48106,"CD16-negative, CD56-bright natural killer cell, human"
1,48109,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
1,48130,naive B cell
1,48144,classical monocyte
1,48147,non-classical monocyte
1,48173,memory B cell
1,48174,classical monocyte
1,48185,"central memory CD4-positive, alpha-beta T cell"
1,48186,progenitor cell
1,48192,"effector memory CD4-positive, alpha-beta T cell"
1,48200,"CD16-positive, CD56-dim natural killer cell, human"
1,48203,"effector memory CD8-positive, alpha-beta T cell"
1,48211,"effector memory CD4-positive, alpha-beta T cell, terminally differentiated"
1,48218,progenitor cell
1,48225,non-classical monocyte
1,48229,gamma-delta T cell
1,48257,"naive thymus-derived CD8-positive, alpha-beta T cell"
1,48294,"effector memory CD4-positive, alpha-beta T cell, terminally differentiated"
1,48298,progenitor cell
1,48304,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
1,48313,"central memory CD4-positive, alpha-beta T cell"
1,48316,classical monocyte
1,48319,progenitor cell
1,48326,macrophage
1,48332,"CD16-positive, CD56-dim natural killer cell, human"
1,48345,"CD16-negative, CD56-bright natural killer cell, human"
1,48382,"CD16-positive, CD56-dim natural killer cell, human"
1,48405,"central memory CD4-positive, alpha-beta T cell"
1,48413,"naive thymus-derived CD4-positive, alpha-beta T cell"
1,48423,classical monocyte
1,48433,"central memory CD4-positive, alpha-beta T cell"
1,48446,non-classical monocyte
1,48457,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
1,48474,progenitor cell
1,48482,"central memory CD4-positive, alpha-beta T cell"
1,48484,gamma-delta T cell
1,48495,"effector memory CD8-positive, alpha-beta T cell"
1,48531,neutrophil
1,48534,"CD8-positive, alpha-beta T cell"
1,48544,natural killer cell
1,48547,granulocyte
1,48569,erythroid progenitor cell
1,48580,common myeloid progenitor
1,48585,erythroid progenitor cell
1,48587,monocyte
1,48590,common myeloid progenitor
1,48591,hematopoietic stem cell
1,48599,granulocyte
1,48617,granulocyte
1,48632,"CD8-positive, alpha-beta T cell"
1,48635,neutrophil
1,48639,monocyte
1,48643,"CD4-positive, alpha-beta T cell"
1,48645,neutrophil
1,48646,granulocyte
1,48648,neutrophil
1,48656,monocyte
1,48662,monocyte
1,48676,"CD4-positive, alpha-beta T cell"
1,48682,fibroblast
1,48685,"CD4-positive, alpha-beta T cell"
1,48687,granulocyte
1,48688,B cell
1,48705,"CD4-positive, alpha-beta T cell"
1,48708,myeloid dendritic cell
1,48709,B cell
1,48713,neutrophil
1,48714,hematopoietic precursor cell
1,48715,macrophage
1,48718,myeloid dendritic cell
1,48732,neutrophil
1,48737,neutrophil
1,48774,neutrophil
1,48777,neutrophil
1,48792,neutrophil
1,48797,neutrophil
1,48801,neutrophil
1,48806,neutrophil
1,48811,neutrophil
1,48823,neutrophil
1,48834,neutrophil
1,48842,neutrophil
1,48846,"CD8-positive, alpha-beta T cell"
1,48847,neutrophil
1,48855,neutrophil
1,48870,neutrophil
1,48882,monocyte
1,48884,neutrophil
1,48886,neutrophil
1,48891,neutrophil
1,48892,neutrophil
1,48904,natural killer cell
1,48912,hematopoietic precursor cell
1,48915,T cell
1,48946,common myeloid progenitor
1,48956,hematopoietic precursor cell
1,48963,monocyte
1,48975,"CD8-positive, alpha-beta T cell"
1,48979,natural killer cell
1,48981,erythroid progenitor cell
1,48998,"CD4-positive, alpha-beta T cell"
1,49017,common myeloid progenitor
1,49019,"CD4-positive, alpha-beta T cell"
1,49030,hematopoietic precursor cell
1,49033,common myeloid progenitor
1,49035,neutrophil
1,49054,monocyte
1,49055,monocyte
1,49071,myeloid dendritic cell
1,49072,B cell
1,49087,monocyte
1,49123,myeloid dendritic cell
1,49127,classical monocyte
1,49132,myeloid dendritic cell
1,49144,"CD8-positive, alpha-beta T cell"
1,49148,monocyte
1,49158,"CD8-positive, alpha-beta T cell"
1,49160,myeloid dendritic cell
1,49161,monocyte
1,49165,monocyte
1,49169,erythroid progenitor cell
1,49172,"CD8-positive, alpha-beta T cell"
1,49173,intermediate monocyte
1,49176,hematopoietic precursor cell
1,49178,"CD8-positive, alpha-beta T cell"
1,49179,"CD4-positive, alpha-beta T cell"
1,49180,B cell
1,49183,monocyte
1,49186,"CD4-positive, alpha-beta T cell"
1,49190,monocyte
1,49193,"CD8-positive, alpha-beta T cell"
1,49194,monocyte
1,49196,"CD4-positive, alpha-beta T cell"
1,49206,natural killer cell
1,49207,classical monocyte
1,49209,intermediate monocyte
1,49217,erythroid progenitor cell
1,49221,hematopoietic stem cell
1,49224,plasma cell
1,49229,plasma cell
1,49238,erythroid progenitor cell
1,49252,"CD4-positive, alpha-beta T cell"
1,49259,hematopoietic stem cell
1,49269,hematopoietic stem cell
1,49278,"CD4-positive, alpha-beta T cell"
1,49281,erythroid progenitor cell
1,49284,B cell
1,49293,neutrophil
1,49298,neutrophil
1,49301,neutrophil
1,49305,mature NK T cell
1,49314,neutrophil
1,49321,neutrophil
1,49323,monocyte
1,49325,neutrophil
1,49333,B cell
1,49339,neutrophil
1,49346,neutrophil
1,49347,common myeloid progenitor
1,49350,neutrophil
1,49362,monocyte
1,49366,"CD4-positive, alpha-beta T cell"
1,49369,plasma cell
1,49371,neutrophil
1,49396,neutrophil
1,49399,mature NK T cell
1,49413,"CD4-positive, alpha-beta T cell"
1,49418,monocyte
1,49429,intermediate monocyte
1,49449,monocyte
1,49460,monocyte
1,49465,"CD8-positive, alpha-beta T cell"
1,49471,hematopoietic stem cell
1,49484,"CD4-positive, alpha-beta T cell"
1,49488,hematopoietic stem cell
1,49497,erythroid progenitor cell
1,49501,macrophage
1,49502,macrophage
1,49509,hematopoietic stem cell
1,49516,"CD8-positive, alpha-beta T cell"
1,49521,monocyte
1,49527,monocyte
1,49533,macrophage
1,49541,neutrophil
1,49556,hematopoietic precursor cell
1,49564,hematopoietic stem cell
1,49570,granulocyte
1,49581,granulocyte
1,49587,granulocyte
1,49593,"CD4-positive, alpha-beta T cell"
1,49602,common myeloid progenitor
1,49605,intermediate monocyte
1,49606,granulocyte
1,49607,granulocyte
1,49609,hematopoietic precursor cell
1,49615,granulocyte
1,49616,neutrophil
1,49621,B cell
1,49622,granulocyte
1,49624,granulocyte
1,49625,neutrophil
1,49626,hematopoietic stem cell
1,49628,erythroid progenitor cell
1,49630,myeloid dendritic cell
1,49635,erythroid progenitor cell
1,49636,erythroid progenitor cell
1,49639,non-classical monocyte
1,49646,neutrophil
1,49647,hematopoietic precursor cell
1,49668,neutrophil
1,49700,macrophage
1,49734,neutrophil
1,49738,neutrophil
1,49740,neutrophil
1,49767,monocyte
1,49768,neutrophil
1,49775,neutrophil
1,49779,neutrophil
1,49781,neutrophil
1,49804,granulocyte
1,49806,neutrophil
1,49808,"CD4-positive, alpha-beta T cell"
1,49815,plasma cell
1,49826,fibroblast
1,49840,intermediate monocyte
1,49843,common myeloid progenitor
1,49848,"CD4-positive, alpha-beta T cell"
1,49850,hematopoietic precursor cell
1,49852,monocyte
1,49854,neutrophil
1,49861,granulocyte
1,49867,natural killer cell
1,49870,classical monocyte
1,49871,granulocyte
1,49878,intermediate monocyte
1,49890,"CD8-positive, alpha-beta T cell"
1,49919,"CD8-positive, alpha-beta T cell"
1,49922,"CD8-positive, alpha-beta T cell"
1,49934,"CD4-positive, alpha-beta T cell"
1,49942,B cell
1,49944,"CD4-positive, alpha-beta T cell"
1,49946,"CD4-positive, alpha-beta T cell"
1,49960,B cell
1,49961,monocyte
1,49975,monocyte
1,49989,hematopoietic stem cell
1,49990,natural killer cell
1,49996,hematopoietic precursor cell
2,0,erythroid progenitor cell
2,3,erythroid progenitor cell
2,6,erythroid progenitor cell
2,8,erythroid progenitor cell
2,19,erythroid progenitor cell
2,39,conventional dendritic cell
2,40,classical monocyte
2,50,classical monocyte
2,57,classical monocyte
2,58,erythroid progenitor cell
2,65,classical monocyte
2,68,non-classical monocyte
2,72,non-classical monocyte
2,80,non-classical monocyte
2,87,classical monocyte
2,94,classical monocyte
2,98,classical monocyte
2,100,erythroid progenitor cell
2,101,classical monocyte
2,106,non-classical monocyte
2,109,classical monocyte
2,117,non-classical monocyte
2,124,conventional dendritic cell
2,131,classical monocyte
2,137,classical monocyte
2,139,classical monocyte
2,144,classical monocyte
2,146,non-classical monocyte
2,149,classical monocyte
2,155,lymphoid lineage restricted progenitor cell
2,162,non-classical monocyte
2,164,classical monocyte
2,168,non-classical monocyte
2,171,classical monocyte
2,173,non-classical monocyte
2,180,classical monocyte
2,188,classical monocyte
2,192,non-classical monocyte
2,193,classical monocyte
2,204,classical monocyte
2,208,classical monocyte
2,219,hematopoietic multipotent progenitor cell
2,231,classical monocyte
2,234,classical monocyte
2,240,megakaryocyte-erythroid progenitor cell
2,242,erythroid progenitor cell
2,244,non-classical monocyte
2,258,conventional dendritic cell
2,261,unswitched memory B cell
2,275,unswitched memory B cell
2,277,naive B cell
2,279,"central memory CD8-positive, alpha-beta T cell"
2,281,"CD16-positive, CD56-dim natural killer cell, human"
2,283,naive B cell
2,288,unswitched memory B cell
2,302,class switched memory B cell
2,325,unswitched memory B cell
2,332,"CD16-positive, CD56-dim natural killer cell, human"
2,350,"CD16-positive, CD56-dim natural killer cell, human"
2,363,"CD16-positive, CD56-dim natural killer cell, human"
2,384,"CD16-positive, CD56-dim natural killer cell, human"
2,385,"CD16-positive, CD56-dim natural killer cell, human"
2,397,naive B cell
2,404,"CD16-positive, CD56-dim natural killer cell, human"
2,413,naive B cell
2,453,naive B cell
2,465,non-classical monocyte
2,468,early promyelocyte
2,493,non-classical monocyte
2,507,early promyelocyte
2,518,early promyelocyte
2,526,classical monocyte
2,529,conventional dendritic cell
2,536,hematopoietic multipotent progenitor cell
2,550,conventional dendritic cell
2,553,hematopoietic multipotent progenitor cell
2,563,conventional dendritic cell
2,565,non-classical monocyte
2,573,hematopoietic multipotent progenitor cell
2,582,hematopoietic multipotent progenitor cell
2,585,hematopoietic multipotent progenitor cell
2,590,conventional dendritic cell
2,650,non-classical monocyte
2,662,hematopoietic multipotent progenitor cell
2,669,early promyelocyte
2,678,hematopoietic multipotent progenitor cell
2,683,erythroid progenitor cell
2,704,hematopoietic multipotent progenitor cell
2,716,hematopoietic multipotent progenitor cell
2,728,hematopoietic multipotent progenitor cell
2,729,lymphoid lineage restricted progenitor cell
2,745,hematopoietic multipotent progenitor cell
2,748,hematopoietic multipotent progenitor cell
2,751,hematopoietic multipotent progenitor cell
2,762,hematopoietic multipotent progenitor cell
2,782,hematopoietic multipotent progenitor cell
2,793,hematopoietic multipotent progenitor cell
2,812,megakaryocyte-erythroid progenitor cell
2,821,"CD16-positive, CD56-dim natural killer cell, human"
2,825,hematopoietic multipotent progenitor cell
2,831,hematopoietic multipotent progenitor cell
2,834,"CD4-positive, alpha-beta memory T cell"
2,835,hematopoietic multipotent progenitor cell
2,841,erythroid lineage cell
2,842,"CD8-positive, alpha-beta memory T cell"
2,857,"effector memory CD8-positive, alpha-beta T cell"
2,859,class switched memory B cell
2,863,"CD8-positive, alpha-beta memory T cell"
2,882,"CD4-positive, alpha-beta memory T cell"
2,899,"effector memory CD8-positive, alpha-beta T cell"
2,906,hematopoietic multipotent progenitor cell
2,932,"effector memory CD8-positive, alpha-beta T cell"
2,934,"central memory CD8-positive, alpha-beta T cell"
2,940,"CD16-positive, CD56-dim natural killer cell, human"
2,952,"CD8-positive, alpha-beta memory T cell"
2,953,"central memory CD8-positive, alpha-beta T cell"
2,959,"CD4-positive, alpha-beta memory T cell"
2,968,"CD4-positive, alpha-beta memory T cell"
2,974,"central memory CD8-positive, alpha-beta T cell"
2,979,"central memory CD8-positive, alpha-beta T cell"
2,999,"naive thymus-derived CD8-positive, alpha-beta T cell"
2,1000,"naive thymus-derived CD8-positive, alpha-beta T cell"
2,1014,"CD4-positive, alpha-beta memory T cell"
2,1016,erythroid progenitor cell
2,1035,classical monocyte
2,1037,classical monocyte
2,1046,classical monocyte
2,1067,conventional dendritic cell
2,1071,"CD4-positive, alpha-beta memory T cell"
2,1075,classical monocyte
2,1081,classical monocyte
2,1090,classical monocyte
2,1095,classical monocyte
2,1097,classical monocyte
2,1103,classical monocyte
2,1123,classical monocyte
2,1124,classical monocyte
2,1134,classical monocyte
2,1136,classical monocyte
2,1138,classical monocyte
2,1141,classical monocyte
2,1143,classical monocyte
2,1173,classical monocyte
2,1174,classical monocyte
2,1186,classical monocyte
2,1189,classical monocyte
2,1191,classical monocyte
2,1198,classical monocyte
2,1200,classical monocyte
2,1206,classical monocyte
2,1221,classical monocyte
2,1234,myelocyte
2,1242,classical monocyte
2,1251,classical monocyte
2,1253,classical monocyte
2,1265,classical monocyte
2,1270,classical monocyte
2,1277,classical monocyte
2,1304,classical monocyte
2,1309,classical monocyte
2,1311,classical monocyte
2,1312,"CD4-positive, alpha-beta memory T cell"
2,1315,classical monocyte
2,1334,classical monocyte
2,1352,classical monocyte
2,1361,classical monocyte
2,1364,classical monocyte
2,1374,classical monocyte
2,1378,classical monocyte
2,1387,classical monocyte
2,1390,classical monocyte
2,1392,non-classical monocyte
2,1397,classical monocyte
2,1409,myelocyte
2,1419,"CD8-positive, alpha-beta memory T cell"
2,1437,"effector memory CD8-positive, alpha-beta T cell"
2,1439,"effector memory CD8-positive, alpha-beta T cell"
2,1440,classical monocyte
2,1447,"central memory CD8-positive, alpha-beta T cell"
2,1459,"central memory CD8-positive, alpha-beta T cell"
2,1463,classical monocyte
2,1467,"CD4-positive, alpha-beta memory T cell"
2,1508,classical monocyte
2,1511,"CD4-positive, alpha-beta memory T cell"
2,1535,"CD4-positive, alpha-beta memory T cell"
2,1539,"central memory CD8-positive, alpha-beta T cell"
2,1541,classical monocyte
2,1544,"effector memory CD8-positive, alpha-beta T cell"
2,1548,classical monocyte
2,1580,"CD4-positive, alpha-beta memory T cell"
2,1587,"CD4-positive, alpha-beta memory T cell"
2,1599,classical monocyte
2,1600,classical monocyte
2,1602,class switched memory B cell
2,1628,classical monocyte
2,1662,classical monocyte
2,1665,progenitor cell
2,1673,classical monocyte
2,1685,myelocyte
2,1694,classical monocyte
2,1705,classical monocyte
2,1708,classical monocyte
2,1712,classical monocyte
2,1717,classical monocyte
2,1723,conventional dendritic cell
2,1724,classical monocyte
2,1727,classical monocyte
2,1729,classical monocyte
2,1732,classical monocyte
2,1734,classical monocyte
2,1737,classical monocyte
2,1744,myelocyte
2,1755,classical monocyte
2,1759,classical monocyte
2,1773,early promyelocyte
2,1775,classical monocyte
2,1776,early promyelocyte
2,1777,classical monocyte
2,1784,conventional dendritic cell
2,1785,classical monocyte
2,1787,classical monocyte
2,1791,classical monocyte
2,1792,classical monocyte
2,1811,classical monocyte
2,1821,late promyelocyte
2,1842,hematopoietic multipotent progenitor cell
2,1871,classical monocyte
2,1888,classical monocyte
2,1933,late promyelocyte
2,1948,unswitched memory B cell
2,1961,hematopoietic multipotent progenitor cell
2,1975,late promyelocyte
2,1987,conventional dendritic cell
2,1993,"CD4-positive, alpha-beta memory T cell"
2,1996,classical monocyte
2,2030,hematopoietic multipotent progenitor cell
2,2052,naive B cell
2,2064,hematopoietic multipotent progenitor cell
2,2084,classical monocyte
2,2089,"effector memory CD8-positive, alpha-beta T cell"
2,2094,"naive thymus-derived CD8-positive, alpha-beta T cell"
2,2098,immature B cell
2,2103,naive B cell
2,2105,"CD8-positive, alpha-beta memory T cell"
2,2137,naive B cell
2,2143,"naive thymus-derived CD8-positive, alpha-beta T cell"
2,2151,unswitched memory B cell
2,2154,conventional dendritic cell
2,2167,conventional dendritic cell
2,2179,hematopoietic multipotent progenitor cell
2,2182,"CD4-positive, alpha-beta memory T cell"
2,2195,gamma-delta T cell
2,2215,unswitched memory B cell
2,2227,"CD4-positive, alpha-beta memory T cell"
2,2228,"effector memory CD8-positive, alpha-beta T cell"
2,2243,hematopoietic multipotent progenitor cell
2,2251,"effector memory CD8-positive, alpha-beta T cell"
2,2261,naive B cell
2,2274,"naive thymus-derived CD8-positive, alpha-beta T cell"
2,2281,erythroid progenitor cell
2,2282,conventional dendritic cell
2,2284,"CD8-positive, alpha-beta memory T cell"
2,2307,"CD4-positive, alpha-beta memory T cell"
2,2315,"effector memory CD8-positive, alpha-beta T cell"
2,2324,"CD4-positive, alpha-beta memory T cell"
2,2326,"CD4-positive, alpha-beta memory T cell"
2,2327,"effector memory CD8-positive, alpha-beta T cell"
2,2347,"CD16-positive, CD56-dim natural killer cell, human"
2,2352,"effector memory CD8-positive, alpha-beta T cell"
2,2355,"CD4-positive, alpha-beta memory T cell"
2,2363,"CD4-positive, alpha-beta memory T cell"
2,2368,erythroid progenitor cell
2,2370,erythroid progenitor cell
2,2373,erythroid progenitor cell
2,2374,erythroid progenitor cell
2,2380,erythroid progenitor cell
2,2383,erythroid progenitor cell
2,2384,classical monocyte
2,2386,erythroid progenitor cell
2,2389,erythroid progenitor cell
2,2395,erythroid progenitor cell
2,2401,plasmacytoid dendritic cell
2,2410,non-classical monocyte
2,2416,hematopoietic multipotent progenitor cell
2,2426,megakaryocyte progenitor cell
2,2436,"CD4-positive, alpha-beta memory T cell"
2,2453,"CD4-positive, alpha-beta cytotoxic T cell"
2,2461,memory B cell
2,2468,"CD4-positive, alpha-beta cytotoxic T cell"
2,2470,class switched memory B cell
2,2471,naive B cell
2,2475,unswitched memory B cell
2,2476,"CD4-positive, alpha-beta cytotoxic T cell"
2,2499,"CD4-positive, alpha-beta cytotoxic T cell"
2,2506,"CD4-positive, alpha-beta cytotoxic T cell"
2,2507,gamma-delta T cell
2,2511,"CD4-positive, alpha-beta memory T cell"
2,2515,"CD4-positive, alpha-beta cytotoxic T cell"
2,2517,naive B cell
2,2528,"CD4-positive, alpha-beta cytotoxic T cell"
2,2539,"CD4-positive, alpha-beta cytotoxic T cell"
2,2552,"CD16-positive, CD56-dim natural killer cell, human"
2,2561,naive B cell
2,2562,"CD4-positive, alpha-beta cytotoxic T cell"
2,2564,"CD4-positive, alpha-beta cytotoxic T cell"
2,2565,"CD4-positive, alpha-beta cytotoxic T cell"
2,2572,"CD4-positive, alpha-beta cytotoxic T cell"
2,2582,unswitched memory B cell
2,2609,"CD4-positive, alpha-beta cytotoxic T cell"
2,2612,"CD16-positive, CD56-dim natural killer cell, human"
2,2622,naive B cell
2,2627,unswitched memory B cell
2,2647,"CD16-positive, CD56-dim natural killer cell, human"
2,2663,"CD16-positive, CD56-dim natural killer cell, human"
2,2677,"CD16-positive, CD56-dim natural killer cell, human"
2,2687,"CD4-positive, alpha-beta memory T cell"
2,2692,"CD16-positive, CD56-dim natural killer cell, human"
2,2713,erythroid progenitor cell
2,2718,erythroid progenitor cell
2,2737,erythroid progenitor cell
2,2742,precursor B cell
2,2755,classical monocyte
2,2760,conventional dendritic cell
2,2764,erythroid progenitor cell
2,2766,erythroid progenitor cell
2,2772,conventional dendritic cell
2,2783,classical monocyte
2,2784,megakaryocyte progenitor cell
2,2790,erythroid progenitor cell
2,2796,myelocyte
2,2798,erythroid progenitor cell
2,2809,basophil mast progenitor cell
2,2810,classical monocyte
2,2816,conventional dendritic cell
2,2820,non-classical monocyte
2,2827,non-classical monocyte
2,2828,myelocyte
2,2832,megakaryocyte progenitor cell
2,2840,non-classical monocyte
2,2841,unswitched memory B cell
2,2842,"effector memory CD8-positive, alpha-beta T cell"
2,2848,pre-natural killer cell
2,2851,non-classical monocyte
2,2858,conventional dendritic cell
2,2874,hematopoietic multipotent progenitor cell
2,2883,"CD4-positive, alpha-beta memory T cell"
2,2915,class switched memory B cell
2,2930,"CD16-positive, CD56-dim natural killer cell, human"
2,2938,class switched memory B cell
2,2952,erythroid progenitor cell
2,2954,"CD4-positive, alpha-beta memory T cell"
2,2955,class switched memory B cell
2,2956,naive B cell
2,2958,"CD4-positive, alpha-beta memory T cell"
2,2967,"CD4-positive, alpha-beta cytotoxic T cell"
2,2992,unswitched memory B cell
2,3020,memory B cell
2,3027,"central memory CD8-positive, alpha-beta T cell"
2,3029,"CD16-positive, CD56-dim natural killer cell, human"
2,3036,gamma-delta T cell
2,3046,"central memory CD8-positive, alpha-beta T cell"
2,3131,"CD4-positive, alpha-beta cytotoxic T cell"
2,3178,"CD4-positive, alpha-beta memory T cell"
2,3196,immature B cell
2,3275,classical monocyte
2,3281,"CD4-positive, alpha-beta memory T cell"
2,3283,naive B cell
2,3284,unswitched memory B cell
2,3300,pro-B cell
2,3315,class switched memory B cell
2,3317,erythroid progenitor cell
2,3325,erythroid progenitor cell
2,3326,conventional dendritic cell
2,3337,erythroid progenitor cell
2,3343,erythroid progenitor cell
2,3350,erythroid progenitor cell
2,3355,erythroid progenitor cell
2,3361,classical monocyte
2,3364,classical monocyte
2,3373,erythroid progenitor cell
2,3379,erythroid progenitor cell
2,3383,classical monocyte
2,3388,unswitched memory B cell
2,3395,pro-B cell
2,3400,hematopoietic multipotent progenitor cell
2,3405,megakaryocyte-erythroid progenitor cell
2,3435,megakaryocyte-erythroid progenitor cell
2,3439,classical monocyte
2,3447,megakaryocyte-erythroid progenitor cell
2,3450,"CD4-positive, alpha-beta memory T cell"
2,3460,naive B cell
2,3469,erythroid progenitor cell
2,3474,unswitched memory B cell
2,3492,hematopoietic multipotent progenitor cell
2,3502,naive B cell
2,3514,basophil mast progenitor cell
2,3531,"effector memory CD8-positive, alpha-beta T cell"
2,3547,gamma-delta T cell
2,3563,conventional dendritic cell
2,3565,naive B cell
2,3569,"central memory CD8-positive, alpha-beta T cell"
2,3578,unswitched memory B cell
2,3592,unswitched memory B cell
2,3596,unswitched memory B cell
2,3601,"CD4-positive, alpha-beta memory T cell"
2,3603,naive B cell
2,3604,unswitched memory B cell
2,3621,"effector memory CD8-positive, alpha-beta T cell"
2,3634,"CD16-positive, CD56-dim natural killer cell, human"
2,3635,"CD4-positive, alpha-beta memory T cell"
2,3648,"CD16-positive, CD56-dim natural killer cell, human"
2,3649,class switched memory B cell
2,3650,naive B cell
2,3670,"effector memory CD8-positive, alpha-beta T cell"
2,3671,"CD8-positive, alpha-beta memory T cell"
2,3690,erythroid progenitor cell
2,3704,classical monocyte
2,3705,lymphoid lineage restricted progenitor cell
2,3706,erythroid progenitor cell
2,3710,classical monocyte
2,3712,classical monocyte
2,3714,erythroid progenitor cell
2,3717,erythroid progenitor cell
2,3732,classical monocyte
2,3736,conventional dendritic cell
2,3745,non-classical monocyte
2,3749,conventional dendritic cell
2,3763,erythroid progenitor cell
2,3768,classical monocyte
2,3774,classical monocyte
2,3782,conventional dendritic cell
2,3783,megakaryocyte-erythroid progenitor cell
2,3784,hematopoietic multipotent progenitor cell
2,3785,megakaryocyte-erythroid progenitor cell
2,3790,classical monocyte
2,3791,hematopoietic multipotent progenitor cell
2,3795,erythroid progenitor cell
2,3808,classical monocyte
2,3813,lymphoid lineage restricted progenitor cell
2,3815,erythroid progenitor cell
2,3846,erythroid progenitor cell
2,3857,classical monocyte
2,3868,conventional dendritic cell
2,3888,conventional dendritic cell
2,3897,pre-natural killer cell
2,3901,classical monocyte
2,3904,classical monocyte
2,3920,classical monocyte
2,3937,conventional dendritic cell
2,3938,classical monocyte
2,3940,myelocyte
2,3941,classical monocyte
2,3948,conventional dendritic cell
2,3949,classical monocyte
2,3952,classical monocyte
2,3958,erythroid progenitor cell
2,3960,erythroid progenitor cell
2,3962,basophil mast progenitor cell
2,3974,non-classical monocyte
2,3975,pre-natural killer cell
2,3977,erythroid progenitor cell
2,3979,"CD4-positive, alpha-beta memory T cell"
2,3999,megakaryocyte-erythroid progenitor cell
2,4002,lymphoid lineage restricted progenitor cell
2,4005,megakaryocyte-erythroid progenitor cell
2,4018,hematopoietic multipotent progenitor cell
2,4022,naive B cell
2,4046,"CD16-positive, CD56-dim natural killer cell, human"
2,4047,"central memory CD8-positive, alpha-beta T cell"
2,4053,"CD16-positive, CD56-dim natural killer cell, human"
2,4071,plasmacytoid dendritic cell
2,4095,plasmacytoid dendritic cell
2,4099,megakaryocyte-erythroid progenitor cell
2,4102,"central memory CD8-positive, alpha-beta T cell"
2,4105,"CD8-positive, alpha-beta memory T cell"
2,4106,hematopoietic multipotent progenitor cell
2,4110,"CD16-positive, CD56-dim natural killer cell, human"
2,4112,plasmacytoid dendritic cell
2,4118,naive B cell
2,4161,hematopoietic multipotent progenitor cell
2,4185,"CD16-positive, CD56-dim natural killer cell, human"
2,4192,"CD16-positive, CD56-dim natural killer cell, human"
2,4195,naive B cell
2,4200,"CD16-positive, CD56-dim natural killer cell, human"
2,4205,megakaryocyte-erythroid progenitor cell
2,4206,naive B cell
2,4218,naive B cell
2,4233,"CD16-positive, CD56-dim natural killer cell, human"
2,4246,naive B cell
2,4257,"CD16-positive, CD56-dim natural killer cell, human"
2,4260,naive B cell
2,4265,"CD16-positive, CD56-dim natural killer cell, human"
2,4277,"effector memory CD8-positive, alpha-beta T cell"
2,4281,"CD16-positive, CD56-dim natural killer cell, human"
2,4285,conventional dendritic cell
2,4288,naive B cell
2,4297,non-classical monocyte
2,4302,erythroid progenitor cell
2,4309,late promyelocyte
2,4314,erythroid progenitor cell
2,4328,erythroid progenitor cell
2,4360,conventional dendritic cell
2,4369,conventional dendritic cell
2,4374,late promyelocyte
2,4381,conventional dendritic cell
2,4383,early promyelocyte
2,4398,basophil mast progenitor cell
2,4405,classical monocyte
2,4408,classical monocyte
2,4412,erythroid progenitor cell
2,4421,conventional dendritic cell
2,4426,lymphoid lineage restricted progenitor cell
2,4430,erythroid progenitor cell
2,4442,erythroid progenitor cell
2,4443,classical monocyte
2,4445,myelocyte
2,4446,myelocyte
2,4453,conventional dendritic cell
2,4455,early promyelocyte
2,4473,hematopoietic multipotent progenitor cell
2,4478,megakaryocyte-erythroid progenitor cell
2,4487,hematopoietic multipotent progenitor cell
2,4488,hematopoietic multipotent progenitor cell
2,4492,hematopoietic multipotent progenitor cell
2,4504,megakaryocyte-erythroid progenitor cell
2,4516,class switched memory B cell
2,4518,hematopoietic multipotent progenitor cell
2,4523,"CD4-positive, alpha-beta memory T cell"
2,4527,hematopoietic multipotent progenitor cell
2,4531,megakaryocyte-erythroid progenitor cell
